day,DVS,LAI,TAGP,TWSO,TWLV,TWST,TWRT,TRA,EVS,RD,SM,WWLOW,RFTRA,NNI,KNI,PNI,NPKI,RFNPK,NAVAIL,PAVAIL,KAVAIL,Ndemand,RNuptake,Pdemand,RPuptake,Kdemand,RKuptake,NamountSO,PamountSO,KamountSO
2006-01-02,,,,,,,,,0.006020129540706526,,0.29,26.080000000000002,,,,,,,100.0,100.0,100.0,,,,,,,,,
2006-01-03,,,,,,,,,0.00017348735945562531,,0.3726,27.089979870459295,,,,,,,100.0,100.0,100.0,,,,,,,,,
2006-01-04,,,,,,,,,0.0,,0.3175826512640544,27.08980638309984,,,,,,,100.0,100.0,100.0,,,,,,,,,
2006-01-05,,,,,,,,,0.0,,0.271,27.08980638309984,,,,,,,100.0,100.0,100.0,,,,,,,,,
2006-01-06,,,,,,,,,0.0,,0.271,27.08980638309984,,,,,,,100.0,100.0,100.0,,,,,,,,,
2006-01-07,,,,,,,,,0.0,,0.271,27.08980638309984,,,,,,,100.0,100.0,100.0,,,,,,,,,
2006-01-08,,,,,,,,,0.0019205866724477834,,0.271,27.08980638309984,,,,,,,100.0,100.0,100.0,,,,,,,,,
2006-01-09,,,,,,,,,0.002969731488146623,,0.2708079413327552,27.087885796427393,,,,,,,100.0,100.0,100.0,,,,,,,,,
2006-01-10,,,,,,,,,0.0,,0.27051096818394055,27.084916064939247,,,,,,,100.0,100.0,100.0,,,,,,,,,
2006-01-11,,,,,,,,,0.0,,0.27051096818394055,27.084916064939247,,,,,,,100.0,100.0,100.0,,,,,,,,,
2006-01-12,,,,,,,,,0.0,,0.27051096818394055,27.084916064939247,,,,,,,100.0,100.0,100.0,,,,,,,,,
2006-01-13,,,,,,,,,0.0,,0.27051096818394055,27.084916064939247,,,,,,,100.0,100.0,100.0,,,,,,,,,
2006-01-14,,,,,,,,,0.0,,0.27051096818394055,27.084916064939247,,,,,,,100.0,100.0,100.0,,,,,,,,,
2006-01-15,,,,,,,,,0.0,,0.27051096818394055,27.084916064939247,,,,,,,100.0,100.0,100.0,,,,,,,,,
2006-01-16,,,,,,,,,0.002535695816383207,,0.27051096818394055,27.084916064939247,,,,,,,100.0,100.0,100.0,,,,,,,,,
2006-01-17,,,,,,,,,0.0,,0.27025739860230225,27.082380369122863,,,,,,,100.0,100.0,100.0,,,,,,,,,
2006-01-18,,,,,,,,,0.0,,0.27025739860230225,27.082380369122863,,,,,,,100.0,100.0,100.0,,,,,,,,,
2006-01-19,,,,,,,,,0.0011778864822721915,,0.27025739860230225,27.082380369122863,,,,,,,100.0,100.0,100.0,,,,,,,,,
2006-01-20,,,,,,,,,0.001391992277483551,,0.27013960995407504,27.08120248264059,,,,,,,100.0,100.0,100.0,,,,,,,,,
2006-01-21,,,,,,,,,0.0,,0.2725404107263267,27.105210490363106,,,,,,,100.0,100.0,100.0,,,,,,,,,
2006-01-22,,,,,,,,,0.0011647962350498742,,0.271,27.105210490363106,,,,,,,100.0,100.0,100.0,,,,,,,,,
2006-01-23,,,,,,,,,0.0,,0.270883520376495,27.104045694128054,,,,,,,100.0,100.0,100.0,,,,,,,,,
2006-01-24,,,,,,,,,0.0,,0.270883520376495,27.104045694128054,,,,,,,100.0,100.0,100.0,,,,,,,,,
2006-01-25,,,,,,,,,0.0,,0.270883520376495,27.104045694128054,,,,,,,100.0,100.0,100.0,,,,,,,,,
2006-01-26,,,,,,,,,0.002566304404784056,,0.270883520376495,27.104045694128054,,,,,,,100.0,100.0,100.0,,,,,,,,,
2006-01-27,,,,,,,,,0.001302879118674036,,0.2706268899360166,27.10147938972327,,,,,,,100.0,100.0,100.0,,,,,,,,,
2006-01-28,,,,,,,,,0.0,,0.27049660202414916,27.100176510604598,,,,,,,100.0,100.0,100.0,,,,,,,,,
2006-01-29,,,,,,,,,0.013370831668187103,,0.49909660202414924,29.3861765106046,,,,,,,100.0,100.0,100.0,,,,,,,,,
2006-01-30,,,,,,,,,0.008894035875399341,,0.44275951885733045,29.37280567893641,,,,,,,100.0,100.0,100.0,,,,,,,,,
2006-01-31,,,,,,,,,0.00480112722907474,,0.38687011526979054,29.363911643061012,,,,,,,100.0,100.0,100.0,,,,,,,,,
2006-02-01,,,,,,,,,0.004721499038730706,,0.33139000254688306,29.359110515831937,,,,,,,100.0,100.0,100.0,,,,,,,,,
2006-02-02,,,,,,,,,0.005408866280984157,,0.27591785264301,29.354389016793206,,,,,,,100.0,100.0,100.0,,,,,,,,,
2006-02-03,,,,,,,,,0.001997439866420677,,0.271,29.348980150512226,,,,,,,100.0,100.0,100.0,,,,,,,,,
2006-02-04,,,,,,,,,0.0035811224528288495,,0.2708002560133579,29.346982710645804,,,,,,,100.0,100.0,100.0,,,,,,,,,
2006-02-05,,,,,,,,,0.002495334198411263,,0.270442143768075,29.343401588192975,,,,,,,100.0,100.0,100.0,,,,,,,,,
2006-02-06,,,,,,,,,0.0026091429369818125,,0.2701926103482339,29.340906253994564,,,,,,,100.0,100.0,100.0,,,,,,,,,
2006-02-07,,,,,,,,,0.003449713594949612,,0.2699316960545357,29.33829711105758,,,,,,,100.0,100.0,100.0,,,,,,,,,
2006-02-08,,,,,,,,,0.002391551131303009,,0.26958672469504075,29.33484739746263,,,,,,,100.0,100.0,100.0,,,,,,,,,
2006-02-09,,,,,,,,,0.0030412491835098074,,0.2693475695819104,29.332455846331328,,,,,,,100.0,100.0,100.0,,,,,,,,,
2006-02-10,,,,,,,,,0.003564674125912478,,0.26904344466355945,29.32941459714782,,,,,,,100.0,100.0,100.0,,,,,,,,,
2006-02-11,,,,,,,,,0.0028183666788921783,,0.26868697725096824,29.325849923021906,,,,,,,100.0,100.0,100.0,,,,,,,,,
2006-02-12,,,,,,,,,0.002835244341920547,,0.268405140583079,29.323031556343015,,,,,,,100.0,100.0,100.0,,,,,,,,,
2006-02-13,,,,,,,,,0.005726047772274446,,0.26812161614888697,29.320196312001094,,,,,,,100.0,100.0,100.0,,,,,,,,,
2006-02-14,,,,,,,,,0.008548990163565836,,0.26754901137165954,29.31447026422882,,,,,,,100.0,100.0,100.0,,,,,,,,,
2006-02-15,,,,,,,,,0.0039810222813618686,,0.26669411235530294,29.305921274065255,,,,,,,100.0,100.0,100.0,,,,,,,,,
2006-02-16,,,,,,,,,0.0026247752336751675,,0.26629601012716675,29.301940251783893,,,,,,,100.0,100.0,100.0,,,,,,,,,
2006-02-17,,,,,,,,,0.002050465719121413,,0.26603353260379925,29.299315476550216,,,,,,,100.0,100.0,100.0,,,,,,,,,
2006-02-18,,,,,,,,,0.0028618989792338575,,0.2658284860318871,29.297265010831097,,,,,,,100.0,100.0,100.0,,,,,,,,,
2006-02-19,,,,,,,,,0.0026322738520253275,,0.2655422961339637,29.294403111851864,,,,,,,100.0,100.0,100.0,,,,,,,,,
2006-02-20,,,,,,,,,0.00590051062141404,,0.26527906874876117,29.291770837999838,,,,,,,100.0,100.0,100.0,,,,,,,,,
2006-02-21,,,,,,,,,0.00607201791994438,,0.2646890176866198,29.285870327378422,,,,,,,100.0,100.0,100.0,,,,,,,,,
2006-02-22,,,,,,,,,0.0079324598806855,,0.2640818158946253,29.279798309458478,,,,,,,100.0,100.0,100.0,,,,,,,,,
2006-02-23,,,,,,,,,0.006379728528947942,,0.2632885699065568,29.271865849577793,,,,,,,100.0,100.0,100.0,,,,,,,,,
2006-02-24,,,,,,,,,0.00937715032203555,,0.262650597053662,29.265486121048845,,,,,,,100.0,100.0,100.0,,,,,,,,,
2006-02-25,,,,,,,,,0.004719239655467458,,0.2617128820214585,29.25610897072681,,,,,,,100.0,100.0,100.0,,,,,,,,,
2006-02-26,,,,,,,,,0.007414094712039767,,0.26124095805591174,29.25138973107134,,,,,,,100.0,100.0,100.0,,,,,,,,,
2006-02-27,,,,,,,,,0.00921992310763219,,0.26049954858470775,29.243975636359302,,,,,,,100.0,100.0,100.0,,,,,,,,,
2006-02-28,,,,,,,,,0.008090871047777719,,0.2595775562739445,29.23475571325167,,,,,,,100.0,100.0,100.0,,,,,,,,,
2006-03-01,,,,,,,,,0.010138622540135922,,0.2587684691691668,29.226664842203892,,,,,,,100.0,100.0,100.0,,,,,,,,,
2006-03-02,,,,,,,,,0.008142372227702976,,0.2577546069151532,29.216526219663756,,,,,,,100.0,100.0,100.0,,,,,,,,,
2006-03-03,,,,,,,,,0.007044736821767605,,0.25694036969238293,29.208383847436053,,,,,,,100.0,100.0,100.0,,,,,,,,,
2006-03-04,,,,,,,,,0.004289259436533727,,0.25623589601020613,29.201339110614285,,,,,,,100.0,100.0,100.0,,,,,,,,,
2006-03-05,,,,,,,,,0.009483307269386268,,0.2558069700665528,29.197049851177752,,,,,,,100.0,100.0,100.0,,,,,,,,,
2006-03-06,,,,,,,,,0.10778128280746661,,0.2675586393396142,29.314566543908366,,,,,,,100.0,100.0,100.0,,,,,,,,,
2006-03-07,,,,,,,,,0.007353811422526986,,0.25678051105886757,29.2067852611009,,,,,,,100.0,100.0,100.0,,,,,,,,,
2006-03-08,,,,,,,,,0.0014774905868021459,,0.2560451299166148,29.19943144967837,,,,,,,100.0,100.0,100.0,,,,,,,,,
2006-03-09,,,,,,,,,0.11543750225297866,,0.2685973808579346,29.324953959091573,,,,,,,100.0,100.0,100.0,,,,,,,,,
